eventid,latitude,longitude,attacktype1,weaptype1,nkill,nwound
199604280010,33.303566,44.371773,3,6,0,0
199604290001,16.738601,-92.633229,5,13,0,0
199604290002,15.959405,121.06625,9,13,4,1
199604290003,48.15,17.116667,3,6,1,0
199604290004,47.65878,-117.426047,3,6,0,0
199604290005,13.1,103.2,2,5,4,0
199604290006,51.038021,-114.060989,3,6,0,1
199604290007,,,3,6,4,3
199604290008,7.116294,-73.120026,3,6,0,1
199604290009,15.9129,79.739988,2,5,2,0
199604290010,15.9129,79.739988,3,6,1,0
199604290011,19.075984,72.877656,1,5,1,0
199604300001,31.713087,73.984032,1,5,1,0
199604300002,14.283596,121.418635,1,5,1,
199604300003,6.88105,-73.41157,1,5,2,0
199604300004,15.9129,79.739988,2,9,2,0
199605000001,42.492576,9.439183,7,5,0,0
199605000002,52.806813,9.966736,3,6,0,0
199605010001,6.618911,3.305532,2,8,0,0
199605010002,24.891115,67.143311,2,5,1,0
199605010003,31.530243,35.094162,2,9,0,1
199605010004,-11.967368,-76.978462,3,6,0,2
199605010005,52.372068,9.735686,9,13,0,0
199605010006,14.622869,-90.529068,1,5,1,0
199605010007,31.848217,47.145203,3,6,0,7
199605020001,51.924216,4.481776,7,8,0,0
199605020002,7.785305,81.427899,4,13,1,0
199605020003,35.166774,33.367626,3,6,0,0
199605020004,35.166775,33.367627,3,6,0,0
199605020005,25.096074,85.313119,2,5,4,0
199605020006,27.532972,88.512218,9,13,0,3
199605020007,20.951665,85.098524,9,13,0,0
199605020008,20.951665,85.098524,9,13,0,0
199605020009,20.951665,85.098524,9,13,0,0
199605020010,25.096074,85.313119,3,6,2,0
199605020011,15.9129,79.739988,3,6,1,2
199605030001,24.891115,67.143311,2,5,4,4
199605030002,7.995,80.460833,3,6,0,0
199605030003,7.733107,81.68882,3,6,5,4
199605030004,41.106178,28.689863,3,6,0,0
199605030005,41.106178,28.689863,7,8,0,1
199605030006,42.696492,23.326011,1,5,3,0
199605030007,14.622869,-90.529068,6,5,0,0
199605040001,8.404581,81.312434,9,13,3,1
199605040002,36.716365,4.049834,3,6,2,14
199605040003,36.763763,3.055413,1,5,1,0
199605040004,-3.375828,29.364107,2,5,1,3
199605040005,-3.375828,29.364107,3,6,5,0
199605040006,8.136754,-76.550495,2,5,7,0
199605040007,6.828333,-75.513056,2,5,9,1
199605040008,33.303566,44.371773,3,6,0,0
199605050002,48.029449,17.310182,3,6,0,0
199605050003,7.666667,79.833333,3,6,0,0
199605050004,25.096074,85.313119,2,5,4,0
199605050006,34.08374,74.789902,1,5,8,1
199605060001,7.733107,81.68882,9,13,0,1
199605060002,,,3,6,1,2
199605060003,,,2,5,30,32
199605060004,9.660688,80.165638,9,13,0,2
199605060005,38.552185,68.767441,1,5,1,0
199605060006,26.253864,50.613705,3,6,0,2
199605060007,34.08374,74.789902,3,6,0,3
199605060008,34.08374,74.789902,3,6,0,0
199605060009,26.200605,92.937574,1,5,10,0
199605070001,6.929089,122.07885,6,5,1,0
199605070002,4.667128,-74.106056,3,6,0,2
199605070004,25.096074,85.313119,3,6,2,4
199605070005,25.468817,84.519985,2,5,3,0
199605070006,20.951665,85.098524,9,13,0,1
199605080001,31.713087,73.984032,3,6,7,39
199605080002,36.763763,3.055413,1,5,2,0
199605080003,36.35,6.6,1,5,1,0
199605080004,11.615511,104.379191,6,5,0,0
199605090001,33.474535,35.359255,3,6,0,2
199605090002,-11.967368,-76.978462,2,5,0,1
199605090003,-11.967368,-76.978462,2,5,0,1
199605090004,-11.967368,-76.978462,2,5,0,1
199605090005,-11.967368,-76.978462,2,5,0,1
199605090006,-11.967368,-76.978462,2,5,0,1
199605090007,-11.967368,-76.978462,2,5,0,1
199605090008,-11.967368,-76.978462,2,5,0,1
199605090009,43.320229,45.654491,1,5,1,0
199605090010,10.776689,48.186407,6,5,0,0
199605090011,-29.600315,30.38159,2,5,5,0
199605090012,41.400635,2.150913,3,6,0,0
199605090013,36.201721,37.14352,1,6,0,0
199605090014,12.852693,44.894836,6,13,0,0
199605090016,-3.375828,29.364107,9,13,6,
199605090017,4.667128,-74.106056,1,5,1,0
199605090018,9.495495,-75.352055,1,5,5,0
199605090019,6.242026,-75.564766,1,5,1,0
199605100001,12.103822,-86.267014,3,6,0,0
199605100003,8.577826,81.218719,1,13,1,0
199605100004,7.785857,81.589802,1,13,1,0
199605100005,-1.658501,29.220455,9,13,13,26
199605100006,39.4704,75.989755,1,9,0,2
199605100007,3.429344,-76.516037,6,13,0,0
199605110001,10.728829,123.82764,2,5,,
199605110002,52.051503,113.471191,1,13,1,0
199605110003,7.821533,81.550106,2,5,23,13
199605110004,36.480453,2.83388,3,6,3,70
199605110005,22.341896,91.815117,8,9,0,50
199605110006,4.667128,-74.106056,6,5,0,0
199605110007,6.947778,-77.671389,1,5,9,0
199605110009,18.527716,-72.33284,7,5,0,0
199605110010,18.527716,-72.33284,1,5,0,1
199605120001,31.907141,35.198219,2,8,0,2
199605120002,43.258434,-2.921819,3,6,0,0
199605120004,,,9,13,100,0
199605120005,43.793028,87.627812,1,9,0,2
199605120006,24.06718,91.605672,2,5,8,4
199605130001,31.933333,35.216667,2,5,1,2
199605130002,10.482834,-66.962128,2,8,0,0
199605130003,10.482834,-66.962128,9,13,0,0
199605130004,-2.889815,29.121514,1,13,1,0
199605130005,31.771599,35.2034,6,13,0,1
199605140001,14.596051,120.978666,6,13,,
199605140002,-1.215,28.916944,9,13,10,30
199605140003,5.004875,-76.003109,3,6,0,0
199605140004,,,1,5,2,0
199605140005,3.429344,-76.516037,1,8,0,2
199605140006,41.930607,8.742907,7,5,0,0
199605140007,41.930607,8.742907,3,6,0,0
199605140008,41.591369,9.278311,7,5,0,0
199605140009,41.591369,9.278311,7,5,0,0
199605140010,26.916667,31.433333,2,5,4,1
199605140011,18.527716,-72.33284,6,13,0,0
199605150001,33.474535,35.359255,3,6,0,1
199605150002,54.689386,25.280024,1,5,0,1
199605150003,54.607712,-5.95621,1,5,0,1
199605150004,-26.362255,28.121917,2,5,5,0
199605150005,41.930607,8.742907,7,5,0,0
199605150006,41.930607,8.742907,7,5,0,0
199605150007,41.930607,8.742907,7,5,0,0
199605150008,41.387174,9.159269,7,5,0,0
199605150009,50.873793,8.023406,7,8,0,0
199605150010,32.08297,34.811886,2,5,0,1
199605150011,22.281867,114.161326,1,9,0,2
199605160001,-11.967368,-76.978462,3,6,0,10
199605160002,-15.415393,28.284354,3,6,0,0
199605160003,3.656667,-76.688333,7,5,0,0
199605160004,41.930607,8.742907,3,6,0,0
199605160005,42.699997,9.447317,7,5,0,0
199605160006,26.200605,92.937574,3,6,2,6
199605170001,6.929089,122.07885,3,6,,
199605170002,-25.516336,-54.585376,3,6,0,0
199605170003,-3.336811,29.673113,2,5,50,0
199605170005,,,2,8,0,0
199605170006,42.699997,9.447317,7,5,0,0
199605170007,26.200605,92.937574,1,5,1,1
199605180001,14.680798,120.540428,2,5,3,9
199605180002,,,3,6,0,0
199605180003,9.69636,80.184717,2,9,3,0
199605180004,11.558831,104.917445,1,5,1,0
199605180005,40.620663,22.952,3,6,0,0
199605180006,26.401436,90.266699,2,8,1,
199605180007,26.401436,90.266699,2,8,1,
199605180008,26.401436,90.266699,2,8,1,
199605180009,26.401436,90.266699,2,8,1,
199605180010,26.401436,90.266699,2,8,1,
199605180011,26.401436,90.266699,2,8,1,
199605180012,26.401436,90.266699,2,8,1,
199605180013,26.401436,90.266699,2,8,1,
199605180014,26.401436,90.266699,2,8,1,
199605180015,26.401436,90.266699,2,8,1,
199605180016,26.401436,90.266699,2,8,1,
199605180017,26.401436,90.266699,2,8,1,
199605180018,26.401436,90.266699,2,8,1,
199605180019,26.401436,90.266699,2,8,1,
199605180020,26.401436,90.266699,2,8,1,
199605180021,26.401436,90.266699,2,8,1,
199605180022,26.401436,90.266699,2,8,1,
199605180023,26.401436,90.266699,2,8,1,
199605180024,26.401436,90.266699,2,8,1,
199605180025,26.401436,90.266699,2,8,1,
199605190001,17.713732,-98.935856,1,5,1,0
199605190002,,,9,13,20,0
199605190003,-2.698556,29.008173,9,13,37,0
199605190004,8.941674,80.986695,3,6,0,5
199605190005,,,9,13,1,6
199605190006,8.758981,80.984445,3,6,2,0
199605190007,-2.997014,28.466619,2,5,1,0
199605190008,,,2,5,1,1
199605190009,6.828333,-75.513056,3,6,1,3
199605190010,41.94122,9.330645,7,5,0,0
199605190011,-1.57248,-79.468738,9,13,1,0
199605200001,17.713732,-98.935856,1,5,1,0
199605200002,43.320229,45.654491,3,6,0,0
199605200003,37.884727,-4.779152,3,6,1,3
199605200004,37.884727,-4.779152,3,6,0,9
199605200005,37.884727,-4.779152,3,6,0,9
199605200006,27.53052,-99.48005,3,6,0,0
199605200007,6.270526,-75.572173,1,5,1,1
199605200008,26.401436,90.266699,2,8,1,
199605200009,26.401436,90.266699,2,8,1,
199605200010,26.401436,90.266699,2,8,1,
199605200011,34.08374,74.789902,3,6,,7
199605210001,18.33997,96.491669,3,6,9,7
199605210003,6.804105,124.634045,2,5,1,7
199605210004,38.675209,39.222745,9,13,1,2
199605210005,37.885793,41.130124,2,5,2,1
199605210006,2.772404,32.288073,9,13,0,0
199605210007,36.73914,3.901676,1,9,1,0
199605210011,14.622869,-90.529068,9,13,0,0
199605210012,28.585836,77.153336,3,6,13,38
199605220001,-3.375828,29.364107,1,5,0,5
199605220002,41.930607,8.742907,3,6,0,0
199605220003,41.930607,8.742907,3,6,0,0
199605220004,42.766667,9.45,7,5,0,0
199605220005,27.049968,76.926854,3,6,14,30
199605220006,26.091035,94.258974,2,5,6,5
199605220007,26.200605,92.937574,9,13,2,
199605220008,27.023803,74.217933,3,6,8,30
199605230001,6.618911,3.305532,1,5,1,0
199605230002,55.751377,37.579914,1,13,1,0
199605230003,7.716666,81.700188,3,6,0,5
199605230004,9.659069,80.131693,3,6,0,4
199605230005,9.7,80.316667,2,5,1,3
199605230006,43.618518,-116.214619,7,8,0,0
199605230007,-3.016027,29.450726,9,13,375,0
199605230008,,,9,13,4,0
199605230009,,,1,5,1,0
199605230010,7.289972,-75.392693,6,13,1,0
199605230011,13.69288,-89.199161,3,6,0,0
199605230012,7.638653,-8.797507,1,5,2,0
199605240001,32.069286,20.151144,1,5,1,0
199605240002,-3.427512,29.924253,2,5,17,0
199605240003,3.429344,-76.516037,1,5,6,1
199605250001,33.541351,35.586215,3,6,0,1
199605250002,25.763455,68.661841,9,13,7,0
199605250003,38.574907,68.967372,2,5,8,5
199605250004,36.742386,3.722816,3,6,0,0
199605250005,,,9,13,0,0
199605250006,,,9,13,0,0
199605250007,,,9,13,0,0
199605250008,,,9,13,0,0
199605250009,,,9,13,0,0
199605250010,,,9,13,0,0
199605250011,,,9,13,0,0
199605250012,,,9,13,0,0
199605250013,,,9,13,0,0
199605250014,,,9,13,0,0
199605250015,33.14575,75.548049,3,6,1,46
199605250016,54.607712,-5.95621,1,5,1,
199605260001,31.50547,74.34288,3,6,1,2
199605260002,31.834328,70.90905,2,5,4,12
199605260003,31.50547,74.34288,7,8,0,1
199605260004,,,2,5,17,0
199605260005,2.896079,32.453801,9,13,1,3
199605260006,4.085809,-76.197188,6,13,0,0
199605260007,41.930607,8.742907,3,6,0,0
199605260008,41.930607,8.742907,3,6,0,0
199605270001,32.54533,35.857158,1,13,0,1
199605270002,9.814937,80.16608,9,13,2,0
199605270003,6.242026,-75.564766,3,6,1,3
199605270004,,,9,13,4,0
199605270005,18.527716,-72.33284,1,5,1,0
199605270006,34.08374,74.789902,2,5,,
199605270007,34.08374,74.789902,2,5,,
199605270008,34.08374,74.789902,2,5,,
199605280001,9.703001,80.033931,3,6,4,0
199605280002,10.666667,-61.516667,8,9,0,1
199605280003,10.666667,-61.516667,8,9,0,1
199605280004,10.666667,-61.516667,8,9,0,1
199605280005,-2.86951,30.130703,9,13,50,25
199605280007,48.856644,2.34233,1,5,1,0
199605280008,37.99749,23.762728,3,6,0,0
199605280009,18.527716,-72.33284,6,5,0,0
199605280010,18.527716,-72.33284,1,5,2,0
199605280011,34.08374,74.789902,3,6,,
199605290001,33.302182,35.47066,3,6,2,0
199605290002,13.62679,-85.8254,2,5,0,0
199605290004,3.03033,30.907304,9,13,0,0
199605290005,26.218794,50.533783,3,6,0,1
199605290006,5.42156,-71.73107,9,13,3,4
199605290007,34.08374,74.789902,3,6,,
199605300001,33.246259,35.5001,3,6,8,0
199605300002,33.246259,35.5001,3,6,8,0
199605300003,,,5,5,0,0
199605300004,,,3,6,0,0
199605300005,,,3,6,0,0
199605300006,,,3,6,0,0
199605300007,,,3,6,0,0
199605300008,-12.988619,28.653344,3,6,0,0
199605300009,-3.923747,29.989884,9,13,2,1
199605300010,6.828333,-75.513056,6,13,2,0
199605300011,3.429344,-76.516037,2,5,7,1
199605300013,19.883333,-72.833333,1,5,1,0
199605300014,34.08374,74.789902,3,6,,
199605300015,34.08374,74.789902,3,6,,
199605300016,34.08374,74.789902,3,6,,
199605300017,22.551729,88.352341,3,6,3,7
199605300018,14.622869,-90.529068,6,13,0,0
199605310001,14.066615,-85.299956,1,5,2,0
199605310002,14.066615,-85.299956,6,5,0,0
199605310003,10.530204,7.437338,3,6,1,0
199605310004,-8.18885,-76.510838,9,13,11,15
199605310005,-29.156284,31.407625,2,5,3,0
199605310006,7.529372,81.794609,2,5,4,3
199605310007,9.706066,80.05958,2,5,1,1
199605310008,7.414383,81.830633,2,8,0,0
199605310009,23.791275,90.418205,1,5,1,0
199605310010,22.551729,88.352341,3,6,1,3
199605310011,32.944429,35.185252,2,5,0,0
199606000001,41.857045,9.399654,3,6,0,0
199606000002,41.591369,9.278311,3,6,0,0
199606010001,-8.448899,-76.324652,9,13,11,0
199606010002,35.166776,33.367628,3,6,0,0
199606010003,35.166777,33.367629,3,6,0,0
199606010004,44.138099,4.807511,3,6,0,0
199606010005,45.184029,0.721115,3,6,0,0
199606020001,-5.808708,154.788296,2,5,6,1
199606020002,9.745064,80.105822,3,6,8,1
199606020003,7.301756,81.67473,3,6,2,5
199606020004,41.106178,28.689863,3,6,0,0
199606020005,36.763763,3.055413,2,5,2,0
199606020007,18.527716,-72.33284,2,5,0,0
199606020008,33.732216,75.157913,8,9,5,
199606030001,55.710914,21.396023,3,6,0,0
199606030002,32.114444,35.080278,3,6,0,4
199606030003,10.482834,-66.962128,2,8,2,0
199606030004,10.482834,-66.962128,2,8,2,0
199606030005,10.482834,-66.962128,2,8,2,0
199606030006,10.482834,-66.962128,2,8,2,0
199606030007,10.482834,-66.962128,2,8,2,0
199606030008,10.482834,-66.962128,2,8,2,0
199606030009,48.856644,2.34233,3,6,0,0
199606040002,6.618911,3.305532,1,5,2,0
199606040003,16.31764,121.294795,2,5,1,
199606040004,52.229676,21.012229,3,6,0,0
199606040005,-2.889815,29.121514,2,5,3,0
199606040006,42.554742,9.424047,3,6,0,0
199606050002,18.93402,-99.231483,6,13,0,0
199606050003,,,3,6,1,5
199606050004,30.751389,67.806944,2,5,5,14
199606050005,15.450113,36.400021,3,6,0,0
199606050006,10.482834,-66.962128,2,8,0,0
199606050007,-1.298456,29.593583,2,5,28,3
199606050008,22.493713,91.501501,2,5,1,10
199606050009,14.0833,-87.2167,1,5,1,0
199606050010,31.044371,46.261452,1,13,2,1
199606060001,33.247011,35.548594,3,6,0,0
199606060002,13.31489,12.6047,9,13,2,8
199606060003,9.677798,80.196466,9,13,9,2
199606060004,2.923909,32.516058,2,5,23,0
199606060005,41.930607,8.742907,7,5,0,0
199606060006,29.063889,31.088889,2,5,1,3
199606070001,55.751377,37.579914,1,6,0,1
199606070002,7.946435,81.247846,2,5,11,0
199606070003,41.930607,8.742907,3,6,0,0
199606070004,34.08374,74.789902,3,6,,5
199606080001,43.127544,45.539974,1,5,4,0
199606080002,37.02872,35.812547,2,5,1,2
199606090002,33.158916,35.421121,3,6,0,1
199606090003,17.008613,-100.087099,1,5,1,0
199606090004,13.091683,-86.000314,2,5,0,0
199606090005,13.403401,-86.725695,2,5,0,0
199606090006,13.880321,-86.1678,2,5,0,0
199606090007,54.607712,-5.95621,1,5,1,0
199606090008,9.556936,44.074135,2,5,3,4
199606090009,7.966667,81.466667,2,5,1,1
199606090010,31.74137,34.878768,2,5,2,0
199606100001,33.360833,35.519444,3,6,5,6
199606100002,24.891115,67.143311,1,5,2,0
199606100003,32.156489,74.187658,3,6,3,36
199606100004,31.975063,74.223297,3,6,3,17
199606100005,31.975063,74.223297,3,6,3,17
199606100006,7.921328,81.52467,9,13,4,3
199606100007,8.272958,79.842354,2,9,14,3
199606100008,,,3,6,17,10
199606110001,55.751377,37.579914,3,6,4,12
199606110002,9.733889,79.874167,3,6,2,1
199606110003,29.966667,32.55,2,5,2,0
199606110004,14.0833,-87.2167,3,6,0,0
199606120002,40.465595,-3.696263,1,6,0,1
199606120003,36.72735,3.40995,3,6,3,0
199606120004,36.763763,3.055413,1,5,1,0
199606120005,36.72735,3.40995,3,6,2,20
199606120006,,,9,13,0,200
199606120007,23.791275,90.418205,9,13,0,5
199606120008,22.945403,90.834162,2,5,2,0
199606120009,24.419107,91.753882,9,13,1,0
199606120010,,,9,13,1,0
199606120011,23.238231,91.12313,9,13,1,0
199606120012,22.341896,91.815117,9,13,2,0
199606120013,-4.315293,-46.460541,7,5,4,0
199606130001,-7.244488,-76.825965,2,5,10,0
199606130002,14.596051,120.978666,1,5,1,
199606130003,55.6,38.1,1,5,1,0
199606130004,,,2,5,3,0
199606130005,6.941837,79.861687,3,6,0,0
199606130006,16.723537,98.584374,3,6,0,3
199606130008,36.763763,3.055413,1,5,2,0
199606130009,-2.585139,30.091356,3,6,0,49
199606130010,-3.427512,29.924253,2,9,70,2
199606140001,,,2,5,1,0
199606140002,33.209058,35.516274,3,6,3,0
199606140003,8.324973,81.30074,9,13,1,8
199606140004,41.591369,9.278311,3,6,0,0
199606140005,42.699997,9.447317,3,6,0,0
199606150001,6.279678,81.401428,7,8,0,0
199606150002,10.6063,104.1819,6,9,14,1
199606150004,53.484224,-2.24117,3,6,0,200
199606160001,33.543333,35.475,3,6,1,0
199606160002,22.192266,113.547631,3,6,0,0
199606160003,22.192266,113.547631,3,6,0,0
199606160004,32.813311,73.884332,3,6,2,9
199606160005,32.222271,35.253506,1,5,1,1
199606160006,42.880888,20.867213,2,5,1,1
199606160007,,,6,5,1,2
199606160008,41.106178,28.689863,2,5,0,1
199606170001,33.550434,35.370964,3,6,6,13
199606170002,6.929089,122.07885,3,6,,1
199606170003,42.910556,21.193056,2,5,0,1
199606170004,0.495342,42.777893,2,5,1,0
199606170005,-29.93178,29.87823,2,5,3,0
199606170006,41.3275,19.818889,9,13,1,2
199606170007,36.565556,2.903056,3,6,0,18
199606170008,26.217001,50.587414,3,6,0,0
199606180001,33.59,-7.61,1,5,0,1
199606180002,-8.691667,-76.246944,3,6,3,0
199606180003,6.954722,81.488889,3,6,6,0
199606180004,7.416667,81.8,3,6,0,0
199606180005,7.529372,81.794609,3,6,0,0
199606180006,38.552185,68.767441,2,5,0,8
199606180007,13.1,103.2,3,6,0,2
199606180008,18.527716,-72.33284,1,5,1,0
199606190001,13.853697,-85.593154,6,5,0,0
199606190002,43.291618,-1.977903,3,6,0,1
199606190003,39.106709,39.545246,1,5,1,0
199606190004,39.106709,39.545246,2,5,5,0
199606200002,32.760422,22.635265,2,5,8,0
199606200003,30.200819,66.994354,1,9,5,0
199606200004,17.226944,98.225556,2,5,0,0
199606200005,38.888447,40.501144,7,8,0,0
199606200007,1.57036,-75.32731,1,5,2,0
199606200008,0.69905,-75.25521,1,5,1,0
199606200009,4.15127,-73.63872,1,5,2,0
199606200010,9.600875,41.850142,3,6,1,5
199606210001,-2.666667,-75.683333,9,13,1,0
199606210002,9.267091,80.814248,1,5,1,0
199606210003,7.099307,81.852488,9,13,0,0
199606210004,-19.924254,-43.935343,9,13,0,0
199606210005,-30.034108,-51.217839,9,13,0,1
199606210006,-23.550711,-46.633475,9,13,0,0
199606210007,10.59648,-74.191453,1,5,1,0
199606210008,7.882318,-76.630626,1,5,1,0
199606210009,23.791275,90.418205,3,6,,
199606210010,11.99141,105.465401,2,5,0,1
199606220001,37.922218,40.184376,3,6,7,12
199606220002,41.106178,28.689863,2,5,0,2
199606220003,36.480453,2.83388,3,6,7,20
199606220004,12.71197,104.888603,2,5,0,0
199606230001,31.950001,35.933331,1,6,0,0
199606230002,13.839446,-83.932081,6,5,0,0
199606230003,26.217001,50.587414,3,6,0,0
199606240001,33.117247,35.42888,3,6,0,0
199606240002,33.92513,73.786497,2,5,5,0
199606240003,-6.72367,146.990906,5,13,0,0
199606240004,-9.147417,-78.280093,1,13,1,0
199606240005,-29.81536,30.849844,7,8,0,0
199606240006,,,9,13,0,4
199606240007,,,9,13,0,3
199606240008,8.404581,81.312434,1,5,2,0
199606240009,7.945965,81.24913,4,13,0,0
199606240010,38.730203,35.48072,2,5,3,1
199606240011,41.106178,28.689863,3,6,0,0
199606240012,41.106178,28.689863,3,6,0,0
199606240013,2.877973,32.724087,9,13,10,23
199606240014,36.70993,67.1157,9,13,16,0
199606250001,17.987557,-92.929147,2,8,0,15
199606250002,17.987557,-92.929147,2,8,0,15
199606250003,17.987557,-92.929147,2,8,0,15
199606250004,17.987557,-92.929147,2,8,0,15
199606250005,17.987557,-92.929147,2,8,0,15
199606250006,26.26622,50.150466,3,6,19,386
199606250007,,,3,6,0,0
199606260001,41.3275,19.818889,1,5,1,1
199606260002,36.249917,46.273502,9,13,2,2
199606260003,31.967743,35.455577,2,5,3,2
199606270001,,,3,6,,0
199606270003,-1.679123,29.261201,2,5,27,0
199606270004,,,2,5,31,20
199606280001,12.103822,-86.267014,6,13,0,0
199606280002,-4.480278,14.411944,2,5,8,0
199606280003,52.267281,8.053188,3,6,0,0
199606290001,36.716172,3.15036,1,5,2,0
199606290003,5.339955,-72.401581,9,13,1,0
199606290004,34.377922,74.40102,3,6,,8
199606300001,33.516424,73.898836,2,5,1,16
199606300002,39.106709,39.545246,3,6,10,30
199606300003,36.763763,3.055413,1,5,0,1
199606300004,6.242026,-75.564766,2,5,4,4
199606300005,,,6,13,0,0
199607010001,6.954722,81.488889,3,6,64,4
199607010002,39.74887,37.016499,2,5,0,1
199607010003,36.716365,4.049834,3,6,0,0
199607010004,42.699997,9.447317,3,6,1,7
199607010005,30.084629,31.334314,9,13,0,1
199607020001,33.915234,71.458679,6,13,1,0
199607020002,39.106709,39.545246,3,6,4,3
199607020003,18.491509,-71.487687,2,9,3,10
199607020004,24.891115,67.143311,9,13,4,3
199607030001,16.887781,96.149559,3,6,0,0
199607030002,24.891115,67.143311,1,5,1,0
199607030003,-11.967368,-76.978462,3,6,0,4
199607030005,-3.209682,29.563585,9,13,80,0
199607030006,,,2,5,0,0
199607030007,27.929867,30.838026,2,5,1,0
199607040001,24.891115,67.143311,1,5,1,0
199607040002,24.891115,67.143311,1,13,1,0
199607040003,24.891115,67.143311,1,5,1,0
199607040004,42.481478,-1.651642,3,6,0,0
199607040005,9.666399,80.020477,1,6,37,50
199607040006,4.667128,-74.106056,3,6,3,3
199607040007,6.242026,-75.564766,2,8,0,0
199607040008,6.242026,-75.564766,2,8,0,0
199607040009,6.242026,-75.564766,2,8,0,0
199607040010,6.242026,-75.564766,2,8,0,0
199607040011,6.242026,-75.564766,2,8,0,0
199607040012,6.242026,-75.564766,2,8,0,0
199607040013,6.242026,-75.564766,2,8,0,0
199607050001,25.906267,93.72759,3,6,2,
199607060001,-3.726052,-73.24836,9,13,0,0
199607060002,-34.61768,-58.444435,2,5,1,1
199607060003,6.242026,-75.564766,2,8,0,0
199607060004,33.778175,76.576171,2,5,11,
199607070001,35.689125,139.747742,3,6,0,0
199607070002,8.345185,80.388133,3,6,0,2
199607070003,9.086163,79.818989,2,5,1,0
199607070004,43.618518,-116.214619,7,8,0,0
199607070005,,,6,13,5,0
199607070006,35.166778,33.36763,1,5,1,0
199607080001,31.408822,73.083021,3,6,3,14
199607080002,-11.967368,-76.978462,2,5,0,0
199607080003,-11.967368,-76.978462,3,6,0,0
199607080004,-1.691164,29.942252,2,5,9,0
199607080005,-2.604254,29.742107,1,9,1,0
199607080006,-1.729746,29.856931,2,5,11,0
199607080007,36.581988,2.910973,3,6,0,0
199607080008,36.581988,2.910973,3,6,1,2
199607080009,4.2548,-74.00245,9,13,0,5
199607080010,34.08374,74.789902,6,13,0,
199607080011,54.508656,-6.295347,1,5,1,
199607090001,36.73454,-3.690736,3,6,0,0
199607090002,36.73454,-3.690736,3,6,0,0
199607090003,8.293284,79.838428,9,13,2,12
199607090004,-34.891151,-56.187214,7,8,0,0
199607090005,4.330804,-73.86313,3,6,2,0
199607090006,8.977146,38.773226,1,5,2,1
199607090007,43.696036,7.265592,3,6,0,0
199607090008,25.906267,93.72759,3,6,6,4
199607100001,37.176487,-3.597929,3,6,0,0
199607100002,36.18898,5.414416,2,5,17,0
199607110001,-9.481553,147.190242,3,6,0,0
199607110002,55.751377,37.579914,3,6,0,5
199607110003,37.765739,-3.789518,3,6,0,0
199607110004,25.658333,84.911389,2,5,8,5
199607110005,25.774591,-80.214195,7,8,0,0
199607120001,35.689125,139.747742,8,10,0,0
199607120002,54.607712,-5.95621,2,5,0,3
199607120003,55.751377,37.579914,3,6,1,28
199607120004,1.833333,33.516667,2,5,91,20
199607120005,47.65878,-117.426047,3,6,0,0
199607120006,44.740768,18.09296,3,6,0,0
199607120007,47.65878,-117.426047,2,5,0,0
199607130001,47.557421,7.592573,7,8,0,0
199607130003,6.242026,-75.564766,3,6,0,18
199607130004,6.485075,-75.019403,1,5,6,3
199607130005,5.74514,-75.97625,1,13,4,0
199607140001,12.931506,-85.223777,2,5,6,9
199607140002,54.345417,-7.636355,3,6,0,17
199607140003,42.905783,-1.090726,3,6,0,0
199607140004,-23.279896,-46.745228,2,5,5,2
199607140005,6.907503,-75.074961,6,5,0,0
199607150001,55.201612,61.43839,3,6,1,6
199607150002,-26.184113,28.033232,3,6,0,1
199607150003,41.106178,28.689863,2,5,4,2
199607150004,34.417122,70.449593,3,6,0,0
199607150005,33.420948,43.295662,1,6,0,0
199607150006,34.08374,74.789902,6,5,6,0
199607160001,17.566667,-99.4,2,5,1,2
199607160002,-1.938949,29.325035,9,13,2,0
199607160003,-1.498463,29.592337,9,13,4,0
199607160004,36.719648,-4.420016,3,6,0,0
199607160005,42.815372,-1.653616,3,6,0,0
199607160006,50.4501,30.5234,1,6,0,3
199607160007,,,6,5,0,0
199607160008,5.548323,-75.6441,2,5,6,0
199607160009,50.11797,8.644191,7,8,0,0
199607170001,35.689125,139.747742,2,9,0,1
199607170002,35.689125,139.747742,2,9,0,1
199607170003,27.708754,85.329498,8,9,0,1
199607170004,36.719648,-4.420016,3,6,0,0
199607170005,42.671775,-1.81576,3,6,0,0
199607170006,40.697132,-73.931351,3,6,0,0
199607170007,36.480453,2.83388,3,6,10,
199607170008,42.696492,23.326011,3,6,0,0
199607170009,13.344637,103.847055,6,13,0,0
199607170010,53.553813,9.991586,3,6,0,0
199607170011,24.644924,93.99929,2,5,9,3
199607180001,51.65,39.2,3,6,0,0
199607180002,50.775439,6.08151,7,8,0,0
199607190001,42.870022,74.587883,3,6,0,0
199607190002,42.870022,74.587883,3,6,0,0
199607190003,42.870022,74.587883,3,6,0,0
199607190004,42.870022,74.587883,3,6,0,0
199607190005,38.552185,68.767441,1,13,1,0
199607190006,3.429344,-76.516037,3,6,2,5
199607190007,18.527716,-72.33284,1,5,1,0
199607190008,34.08374,74.789902,3,6,1,5
199607190009,3.429344,-76.516037,3,6,0,0
199607190010,3.429344,-76.516037,3,6,0,0
199607200001,-11.967368,-76.978462,3,6,1,12
199607200002,41.076769,1.144041,3,6,0,0
199607200003,41.076769,1.144041,3,6,0,0
